kod;nazev;statuskod;okres;pou;clenenismrozsahkod;clenenismtypkod;nutslau;datumvzniku;vusc;orp;Poc_obyv_SLDB_2021;poc_muzu;poc_zen;poc_obyv_0_14;poc_obyv_15_64;poc_obyv_nad_65;prum_vek;prum_vek_muzi;prum_vek_zeny;stav_nezjisteno;reg_partnerstvi;reg_part_zanikle;reg_part_zanikle_umrtim;rozvedeni;svobodni;ovdoveli;zenati_vdane;bez_vzdelani;vzdelani_nezjisteno;zakladni_vzdelani;stredni_vzdelani;stredni_vzd_s_maturitou;vyssi_odborne_vzd;vysokoskolske_vzd;ceska_narodnost;moravska_narodnost;slezska_narodnost;slovenska_narodnost;ukrajinska_narodnost;vietnamska_narodnost;ostatni_narodnost;bez_nabozenske_viry;cirkev_ceskoslovenska_husitska;cirkev_rimskokatolicka;ceskobratrska_cirkev_evangelick;katolicka_vira;krestanstvi;svedkove_jehovovi;vira_neuvedena;verici_hlasici_se_k_cirkvi;verici_nehlasici_se_k_cirkvi;pravoslavna_cirkev;protestantska_evangelicka_vira;ostatni_vira;celkem_domu;vlastnik_domu_byt_druzstvo;vlastnik_domu_fyz_os;vlastnik_domu_prav_osoba_jina;vlastnik_domu_kombinace;vlastnik_domu_nezjisteno;vlastnik_domu_obec_stat;spoluvlastnictvi_bytu;vystavba_pred1919;vystavba_1920_1945;vystavba_1946_1970;vystavba_1971_1980;vystavba_1981_1990;vystavba_1991_2000;vystavba_2001_2010;vystavba_2011_2015;vystavba_po2016;vystavba_nezjisteno;shape_Length;shape_Area
590002;Skřípov;2;3709;3123;;;CZ0713590002;24. 11. 1990 0:00:00;124;1554;305,;157,;148,;37,;210,;58,;45,1;45,1;45,1;1,;0,;0,;0,;29,;136,;21,;118,;0,;25,;41,;121,;60,;3,;18,;150,;40,;0,;2,;0,;0,;4,;109,;0,;44,;0,;4,;0,;0,;113,;3,;32,;0,;0,;0,;178,;0,;170,;4,;0,;0,;4,;0,;15,;33,;19,;11,;15,;10,;8,;2,;7,;58,;16211,486795903945676;11078747,584050020202994
590011;Slatinky;2;3709;3140;;;CZ0713590011;;124;1562;577,;293,;284,;112,;376,;89,;40,1;39,;41,2;0,;0,;0,;0,;43,;243,;29,;262,;7,;21,;52,;140,;145,;4,;96,;349,;71,;1,;3,;0,;0,;9,;216,;1,;70,;3,;4,;0,;0,;186,;3,;86,;0,;0,;8,;205,;0,;203,;1,;0,;0,;1,;0,;13,;19,;53,;14,;16,;13,;42,;15,;8,;12,;15848,701726518622309;8020444,004851474426687
590053;Stařechovice;2;3709;3140;;;CZ0713590053;;124;1562;542,;265,;277,;94,;332,;116,;42,4;41,4;43,3;1,;2,;0,;0,;42,;238,;30,;229,;1,;17,;52,;187,;133,;4,;54,;322,;88,;0,;3,;0,;0,;2,;216,;0,;33,;1,;6,;3,;0,;194,;0,;81,;1,;1,;6,;220,;0,;213,;2,;1,;0,;4,;0,;19,;23,;40,;26,;14,;18,;18,;3,;27,;32,;16104,693951847690187;6596664,962600439786911
590100;Tištín;6;3709;3131;;;CZ0713590100;;124;1562;434,;225,;209,;73,;265,;96,;42,3;41,3;43,5;2,;0,;0,;0,;30,;194,;40,;168,;3,;22,;43,;162,;97,;6,;28,;183,;144,;0,;8,;4,;0,;11,;170,;8,;67,;0,;8,;5,;0,;105,;10,;53,;4,;0,;4,;219,;1,;199,;4,;0,;4,;11,;0,;31,;25,;44,;23,;15,;8,;13,;7,;4,;49,;16224,215460810995864;8254180,890550082549453
590061;Stínava;2;3709;3140;;;CZ0713590061;;124;1562;158,;81,;77,;29,;97,;32,;42,7;39,6;45,9;0,;0,;0,;0,;16,;66,;10,;66,;1,;13,;15,;48,;31,;2,;19,;84,;26,;0,;0,;4,;0,;0,;17,;0,;53,;0,;0,;1,;0,;71,;0,;11,;5,;0,;0,;73,;0,;70,;1,;0,;0,;2,;0,;9,;8,;19,;4,;8,;1,;2,;0,;0,;22,;15001,477485535617234;4522516,614550158381462
590118;Tvorovice;2;3709;3140;;;CZ0713590118;;124;1562;272,;130,;142,;34,;182,;56,;44,7;42,2;47,;0,;0,;0,;0,;27,;118,;33,;94,;3,;14,;39,;104,;55,;4,;19,;130,;53,;0,;1,;0,;0,;8,;104,;2,;39,;0,;4,;2,;0,;85,;3,;26,;0,;4,;3,;111,;0,;105,;1,;0,;1,;4,;0,;13,;15,;36,;5,;10,;10,;7,;2,;2,;11,;8853,428570576863422;3713172,400499217212200
590070;Stražisko;2;3709;3123;;;CZ0713590070;;124;1554;417,;205,;212,;57,;248,;112,;46,6;45,4;47,8;1,;0,;0,;0,;50,;150,;45,;171,;0,;22,;39,;137,;119,;7,;36,;242,;73,;0,;8,;0,;0,;10,;156,;8,;24,;1,;18,;5,;0,;156,;4,;39,;0,;1,;5,;231,;0,;225,;1,;0,;0,;3,;2,;19,;16,;37,;18,;22,;12,;16,;11,;11,;69,;14628,581736203921537;3553806,553149227052927
590151;Vitčice;2;3709;3131;;;CZ0713590151;;124;1562;178,;85,;93,;31,;104,;43,;44,4;43,3;45,4;0,;0,;0,;0,;24,;76,;14,;64,;0,;15,;24,;58,;37,;1,;12,;88,;27,;0,;3,;1,;0,;1,;75,;0,;11,;2,;1,;4,;0,;56,;0,;28,;1,;0,;0,;85,;0,;77,;1,;0,;0,;7,;0,;7,;9,;27,;7,;9,;5,;2,;0,;0,;19,;10986,528015012252581;4591764,294199313037097
590088;Suchdol;2;3709;3123;;;CZ0713590088;;124;1554;537,;294,;243,;73,;326,;138,;45,2;43,8;46,8;2,;0,;0,;0,;35,;209,;38,;253,;6,;13,;60,;209,;128,;4,;44,;280,;116,;0,;6,;1,;0,;7,;112,;0,;188,;0,;29,;7,;0,;157,;6,;36,;1,;0,;1,;259,;0,;254,;2,;0,;0,;3,;0,;27,;22,;41,;41,;21,;23,;21,;5,;6,;52,;15029,764105861564531;6692105,364999579265714
590096;Šubířov;2;3709;3123;;;CZ0713590096;;124;1554;244,;122,;122,;38,;147,;59,;44,8;42,8;46,8;3,;0,;0,;0,;24,;111,;29,;77,;1,;15,;34,;92,;44,;1,;19,;125,;30,;0,;6,;1,;0,;1,;70,;0,;35,;0,;14,;1,;0,;96,;6,;22,;0,;0,;0,;164,;0,;161,;0,;0,;0,;3,;0,;10,;21,;25,;8,;11,;8,;5,;6,;6,;64,;10816,686576288007927;2535668,231800018344074
590126;Určice;2;3709;3140;;;CZ0713590126;;124;1562;1314,;644,;670,;248,;830,;236,;41,6;39,9;43,3;1,;1,;0,;0,;97,;555,;86,;574,;2,;54,;131,;379,;351,;15,;134,;708,;212,;0,;14,;0,;0,;23,;532,;2,;141,;0,;25,;9,;0,;443,;15,;134,;0,;0,;13,;473,;0,;460,;2,;0,;0,;4,;7,;45,;58,;103,;60,;51,;43,;56,;9,;18,;30,;25715,287169738974626;11206516,929498670622706
590134;Víceměřice;2;3709;3131;;;CZ0713590134;;124;1562;608,;347,;261,;94,;370,;144,;46,7;45,;48,9;4,;0,;0,;0,;59,;314,;75,;156,;80,;26,;114,;161,;101,;5,;27,;276,;78,;1,;4,;0,;0,;8,;181,;3,;34,;0,;2,;11,;0,;274,;1,;99,;0,;0,;3,;169,;0,;157,;3,;0,;0,;7,;2,;14,;28,;26,;4,;17,;9,;29,;12,;11,;19,;13098,672463434519159;3354533,552499402780086
590142;Vícov;2;3709;3140;;;CZ0713590142;;124;1562;532,;262,;270,;111,;331,;90,;39,9;40,1;39,8;2,;0,;0,;0,;48,;229,;34,;219,;2,;17,;50,;155,;120,;5,;72,;274,;100,;0,;6,;0,;0,;5,;185,;0,;74,;0,;11,;7,;0,;190,;6,;56,;0,;0,;3,;218,;1,;212,;0,;0,;3,;0,;2,;30,;17,;39,;24,;14,;5,;34,;10,;21,;24,;13265,581936126354776;5990222,904651175253093
590177;Vranovice-Kelčice;2;3709;3140;;;CZ0713590177;1. 1. 1961 0:00:00;124;1562;573,;292,;281,;73,;388,;112,;43,8;42,9;44,7;3,;0,;0,;0,;68,;217,;33,;252,;3,;28,;56,;212,;129,;1,;71,;294,;120,;0,;2,;0,;0,;4,;238,;0,;97,;0,;10,;2,;0,;164,;3,;56,;0,;0,;3,;220,;0,;211,;1,;0,;0,;6,;2,;12,;28,;48,;31,;24,;28,;18,;3,;11,;17,;16753,779528610612033;7874175,391198918223381
590185;Vrbátky;2;3709;3140;;;CZ0713590185;;124;1562;1714,;847,;867,;351,;1040,;323,;40,3;39,6;41,;3,;0,;0,;0,;171,;760,;116,;664,;7,;92,;185,;488,;397,;16,;178,;947,;281,;1,;17,;4,;13,;23,;777,;4,;152,;2,;32,;10,;0,;498,;11,;208,;0,;12,;8,;577,;0,;549,;6,;0,;4,;9,;9,;84,;75,;100,;87,;48,;50,;45,;26,;14,;48,;17665,571203224568308;13261334,729347111657262
590223;Zdětín;2;3709;3140;;;CZ0713590223;;124;1562;360,;182,;178,;65,;229,;66,;41,8;42,5;41,1;0,;0,;0,;0,;57,;146,;17,;140,;3,;14,;35,;125,;86,;3,;29,;191,;42,;0,;2,;3,;0,;5,;149,;0,;45,;3,;12,;4,;0,;113,;0,;33,;0,;0,;1,;152,;0,;149,;2,;0,;0,;0,;1,;21,;14,;26,;13,;10,;11,;10,;11,;9,;27,;12571,191167253420645;5335874,204849085770547
590240;Želeč;2;3709;3140;;;CZ0713590240;;124;1562;551,;280,;271,;107,;329,;115,;40,9;39,2;42,6;0,;0,;0,;0,;46,;243,;42,;220,;2,;22,;61,;210,;115,;4,;30,;287,;69,;2,;9,;0,;0,;25,;206,;1,;91,;1,;9,;4,;0,;162,;5,;69,;0,;0,;3,;235,;0,;229,;2,;0,;1,;3,;0,;27,;36,;57,;29,;18,;15,;10,;4,;13,;26,;18187,690324153463735;8091786,599201496690512
597414;Huzová;2;3805;3735;;;CZ0712597414;;124;1911;537,;270,;267,;88,;366,;83,;41,3;41,2;41,5;0,;0,;0,;0,;59,;255,;34,;189,;7,;43,;77,;224,;78,;2,;18,;240,;40,;1,;16,;0,;0,;8,;260,;0,;17,;0,;9,;2,;4,;195,;6,;42,;0,;0,;0,;171,;0,;155,;3,;0,;1,;1,;11,;12,;18,;26,;6,;14,;7,;12,;5,;2,;69,;32749,891034372907598;34404362,859850324690342
597678;Moravský Beroun;3;3805;3450;;;CZ0712597678;;124;1911;2785,;1401,;1384,;437,;1746,;602,;43,8;42,2;45,4;8,;0,;0,;0,;337,;1262,;240,;938,;35,;190,;451,;949,;550,;19,;154,;1600,;245,;3,;56,;4,;9,;90,;1340,;2,;120,;3,;38,;67,;0,;933,;9,;255,;2,;2,;14,;585,;0,;520,;20,;2,;2,;18,;23,;104,;107,;78,;64,;56,;43,;31,;9,;7,;86,;58754,558130344878009;51227173,511899068951607
597686;Norberčany;2;3805;3450;;;CZ0712597686;;124;1911;243,;130,;113,;25,;150,;68,;47,8;46,6;49,2;0,;0,;0,;0,;34,;97,;30,;82,;0,;16,;34,;107,;43,;2,;16,;120,;30,;2,;4,;0,;0,;0,;120,;0,;10,;0,;3,;1,;1,;88,;0,;20,;0,;0,;0,;144,;0,;133,;3,;0,;1,;6,;1,;27,;17,;16,;11,;16,;9,;7,;0,;0,;41,;25767,268161167499784;22367675,681650221347809
597996;Zlaté Hory;3;3811;3948;;;CZ0711597996;;124;2062;3413,;1715,;1698,;461,;2073,;879,;45,9;44,1;47,7;14,;0,;0,;0,;514,;1397,;289,;1199,;28,;294,;418,;1185,;743,;26,;258,;1899,;180,;84,;86,;3,;12,;126,;1775,;3,;135,;0,;54,;9,;2,;1100,;15,;294,;1,;6,;17,;1025,;1,;867,;44,;5,;10,;51,;47,;156,;171,;76,;154,;100,;59,;53,;15,;28,;213,;49983,858497754968994;85925053,851049333810806
